"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116"
"z.38",0,0,0,0,0,0,0,0,1.05623480997133e-282,1.58397161920887e-208,6.33476933252771e-133,4.12109130383154e-75,4.36105625392826e-35,7.50704747168565e-13,2.10205781588862e-08,9.57454562060196e-22,7.09397592043103e-53,8.54986521670801e-102,1.67620390491561e-168,4.75684707384241e-186,1.10515991908217e-132,4.17665961904131e-97,2.56762184654256e-79,2.56762184654233e-79,4.17665961904017e-97,1.10515991908217e-132,4.7568470738409e-186,3.33051408482719e-257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05623480997133e-282,8.76376892306818e-234,1.18282196476919e-202,2.59684402202646e-189,9.27407001014003e-194,5.38756963634667e-216,5.09112129822653e-256,7.82585890234646e-314,0,0,6.44261244814027e-302,1.58397161921024e-208,6.33476933252771e-133,4.12109130383361e-75,4.36105625392826e-35,7.5070474716872e-13,2.10205781588857e-08,4.94509042688643e-17,0.00108565619001931,3.87718762766659e-08,7.5070474716872e-13,2.10205781588857e-08,9.57454562060196e-22,7.09397592042813e-53,8.54986521670801e-102,1.67620390491471e-168,5.73200742235201e-243,1.51533392039031e-318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06389861808796e-281,1.29456229641606e-209,3.00766104216564e-156,1.13666594360569e-120,6.98770925865136e-103,6.99931973779035e-103,3.25106488505979e-101,1.48080936795661e-114
"z.39",0,0,0,0,0,0,0,0,9.88131291682493e-324,3.23824207673e-230,1.29506844379041e-154,8.42508230594356e-97,8.91566218055754e-57,1.53472680318374e-34,4.29740784783096e-30,1.95740227401864e-43,1.45027922459386e-74,1.74791852072087e-123,3.42680004379617e-190,2.21317473107579e-145,5.14187647561833e-92,1.94323622047831e-56,1.19461393261397e-38,1.19461393261386e-38,1.94323622047778e-56,5.14187647561833e-92,2.21317473107508e-145,1.54955782677232e-216,1.7648097490215e-305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87260010184109e-318,1.06254317597168e-286,2.33277617160711e-273,8.33100846641852e-278,4.83971850597942e-300,0,0,0,0,9.88131291682493e-324,3.23824165791886e-230,1.29506827629437e-154,8.42508121630042e-97,8.91566102746166e-57,1.53472660469211e-34,4.29740729203106e-30,6.17206982632312e-18,0.000135505622227304,4.83929191219939e-09,2.81281630406496e-31,4.29740729203106e-30,1.95740202086049e-43,1.45027903702324e-74,1.74791829465605e-123,3.42679960059136e-190,1.09283427754198e-274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10005497190079e-273,1.64955821711629e-219,6.23406900280535e-184,3.83242428745504e-166,3.83879207990235e-166,1.78305358228371e-164,8.12153107232047e-178
"z.40",0,0,0,0,0,0,0,0,2.26430494975929e-305,5.56698824666333e-212,2.22640266983564e-136,1.44838875732605e-78,1.53272625684936e-38,2.63840870222731e-16,7.38784143159302e-12,3.36504658862858e-25,2.49323157638879e-56,3.00491489839584e-105,5.89114560167247e-172,2.9418117777928e-120,6.83472143592432e-67,2.58300220048957e-31,1.58791318531407e-13,1.58791318531392e-13,2.58300220048886e-31,6.83472143592432e-67,2.94181177779187e-120,2.05971422010318e-191,2.34583290344698e-280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89135817515142e-267,7.56409876254515e-192,4.92083294518712e-134,5.20736564855564e-94,8.9638699548826e-72,1.65581626699272e-65,2.20093343287601e-34,4.83207194174614e-21,1.72567058713125e-25,1.00249086403268e-47,2.50998451392967e-67,1.1432588130534e-80,8.47063747147115e-112,1.02090575853412e-160,2.00148911781632e-227,6.38291166398955e-312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58469361832153e-298,9.76816592499271e-263,6.00502758599345e-245,6.01500528325238e-245,2.79386757462296e-243,1.27256312119276e-256
"z.41",0,0,0,0,0,0,0,0,8.59877848802418e-296,2.11408356385835e-202,8.45484323350417e-127,5.50030776115882e-69,5.82058241175826e-29,1.00194507783679e-06,0.0280555902956751,1.2778883966391e-15,9.46813548545818e-47,1.14112710787548e-95,2.23718347101899e-162,1.1171634736474e-110,2.59550974620762e-57,9.80904261965685e-22,0.000603015673316445,0.00060301567331639,9.80904261965418e-22,2.59550974620762e-57,1.11716347364705e-110,7.8218379238996e-182,8.90838378850144e-271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15609134563388e-320,1.26218897466707e-244,8.21118455029772e-187,8.68930948021549e-147,1.49576283739523e-124,1.66133489643571e-97,2.24225835207638e-66,4.92279934839109e-53,1.75807192945012e-57,1.02131372043372e-79,1.38394687687953e-119,1.90770733477498e-133,1.41345923163161e-164,1.70354199891795e-213,3.33979972595421e-280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.42",0,0,0,0,0,0,0,0,9.32913274361485e-302,2.29364743210878e-208,9.17297206360974e-133,5.96748727811179e-75,6.31496508952633e-35,1.08704726444218e-12,3.04385473394102e-08,1.38642837472495e-21,1.02723302968426e-52,1.2380509954448e-101,8.5655010794974e-159,1.21205196255373e-116,2.8159644993112e-63,1.06421930526532e-27,6.54234002036962e-10,6.54234002036903e-10,1.06421930526503e-27,2.8159644993112e-63,1.21205196255334e-116,8.48620119621983e-188,2.78294513568043e-268,7.792559691934e-264,3.54938944627206e-277,2.62981495538615e-308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01719713199463e-313,3.91449435212071e-255,4.14242947235904e-215,7.71349179565174e-193,4.83546892209038e-145,6.52630038652927e-114,1.43282629588424e-100,5.11703100674893e-105,2.97262807484335e-127,2.80906069435114e-167,9.09455821109895e-202,6.73834346954751e-233,8.12124668799818e-282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.43",0,0,0,0,0,0,0,0,2.96439387504748e-323,7.10941454752676e-230,2.84326440586055e-154,1.84968885249216e-96,1.95739345315705e-56,3.36942353366359e-34,9.43476526649198e-30,4.2973884819391e-43,3.1840226805141e-74,3.68897877510279e-97,3.68897877510262e-97,1.71346785212756e-95,8.72839421458759e-85,3.29866574291058e-49,2.0278708342249e-31,2.02787083422471e-31,3.29866574290968e-49,8.72839421458759e-85,3.81471517195192e-138,6.96932266949075e-189,7.31761534400546e-186,2.04901468727196e-181,9.33294243968064e-195,6.91496720130525e-226,8.33411872442953e-275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64192939037285e-299,4.84609841593862e-257,4.02089443509587e-208,5.42689144088539e-177,1.19145492865444e-163,4.25502507218165e-168,2.47186444093207e-190,2.3358513301912e-230,1.24225632719337e-285,9.17752727376828e-317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.44",0,0,0,0,0,0,0,0,0,6.29569502625123e-267,2.51783398740205e-191,1.6379797282743e-133,1.73335682496452e-93,2.98377072266792e-71,8.35489397404251e-67,9.6029689593444e-63,2.10829805994042e-49,4.53902113486016e-51,4.53902113485995e-51,2.10829805994038e-49,1.92059379186888e-62,2.10829805994042e-49,4.53902113486016e-51,4.53902113485975e-51,2.10829805994033e-49,9.6029689593444e-63,7.11503535119747e-94,3.27919939458123e-141,5.49714479505544e-119,1.53926243641057e-114,7.01110041222252e-128,5.19466713835593e-159,6.26076326967669e-208,1.22742471072788e-274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5523320828853e-287,1.28925218152038e-255,2.83050781959319e-242,1.01085500170593e-246,5.87234268016683e-269,5.54921994655741e-309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.45",0,0,0,0,0,0,0,0,6.58442280272709e-315,9.40428160494194e-244,2.18489998442426e-190,8.2572516239709e-155,5.07618566372166e-137,3.01443091499183e-112,2.50112718536318e-63,3.3757030764953e-32,7.41123737589988e-19,1.59558858037491e-20,1.59558858037483e-20,7.41123737589971e-19,6.7514061529906e-32,7.41123737589988e-19,1.59558858037491e-20,1.59558858037476e-20,7.41123737589954e-19,3.3757030764953e-32,2.50112718536266e-63,6.85377698378023e-90,1.17979742020623e-67,3.30356561306339e-63,1.50472263102605e-76,1.11487965428435e-107,1.34368524560794e-156,2.63429937031435e-223,8.40099505289939e-308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.46",0,0,0,0,0,0,0,0,2.46491639395735e-258,3.52054668955614e-187,8.17929824978223e-134,3.09114944562342e-98,1.90029917959473e-80,1.90029917959464e-80,2.51186998913133e-48,3.39020234544195e-17,0.000744307001091119,1.60244192838295e-05,1.60244192838288e-05,0.000744307001091102,6.78040469088389e-17,0.000744307001091119,1.60244192838295e-05,1.60244192838281e-05,0.000744307001091085,3.39020234544195e-17,2.51186998913082e-48,4.20245334323498e-54,7.23403114022986e-32,2.02561016911833e-27,9.2263385084774e-41,6.83598217674681e-72,8.23892368547147e-121,1.61524371482443e-187,5.15114364388053e-272,6.42828811804046e-320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.47",0,0,0,0,0,0,0,3.00247533576449e-306,2.63626669038953e-217,3.76527982547005e-146,8.74788758739352e-93,3.30603274759756e-57,2.03239973624307e-39,2.03239973624297e-39,4.34477103158935e-46,9.72724078706719e-18,0.000213558150263429,4.59776051586717e-06,4.59776051586696e-06,0.000213558150263424,1.94706439418121e-17,0.000213912989361245,4.60539995829263e-06,4.60539995829221e-06,0.000213912989361235,9.74340315474486e-18,4.34478300658339e-46,7.36170649052336e-34,1.26723153472737e-11,3.54839097815885e-07,1.61623676776715e-20,1.19750275016546e-51,1.44326499348051e-100,2.82952579553128e-167,9.68508805770161e-202,2.56271090068215e-237,1.10304918713684e-290,6.55623493160329e-298,6.5562349316027e-298,3.04525953418767e-296,1.38706823933516e-309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.48",0,0,0,0,0,0,0,2.51589814773626e-275,8.05525248085401e-192,1.15050119040671e-120,2.67296337838156e-67,1.0101758137351e-31,6.21010502357028e-14,6.21010502357e-14,1.32536562634307e-20,1.03917021950497e-11,3.07594925659223e-20,3.7688865000009e-22,3.76888650000073e-22,1.75058363025934e-20,8.08878414555763e-16,0.0177586410968887,0.0003823313638464,0.000382331363846262,0.0177586410939986,1.03925110734641e-11,1.32536562633285e-20,3.68431506647749e-29,6.34211679332997e-07,0.0177586410968879,8.08878414555763e-16,5.99314497292483e-47,7.22311187935145e-96,6.78138607318222e-117,1.10310408096595e-134,2.91885508529827e-170,2.11762366846764e-208,4.55909850955069e-210,4.55909850955028e-210,2.11762365875362e-208,9.64544560798954e-222,7.14650716558758e-253,8.61317739464842e-302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.49",2.55789891534704e-291,9.66690243181468e-256,5.94277536028182e-238,5.94277536028182e-238,9.66690243181468e-256,2.55789891534704e-291,2.61079430209259e-308,8.18666567795196e-224,4.17579793934651e-157,3.47477752632281e-108,2.3333800998127e-57,8.81839294973353e-22,0.00054211500228333,0.000542115002283305,1.15698621733367e-10,0.0907150142842234,1.15698621732474e-10,8.650817836328e-21,8.65081783632761e-21,4.01815766065014e-19,1.15027514523537e-15,0.0252221576824126,0.000543015757413737,0.000542115002288747,1.15952537677679e-10,0.0907150142842234,1.15698621330658e-10,5.23274137236403e-29,9.0075512494968e-07,0.0252221576824114,1.14882995869541e-15,8.51191522459178e-47,2.21031952427779e-65,2.20665304386319e-65,3.58948443827378e-83,9.49791147275964e-119,4.20703298627868e-136,9.0574534573714e-138,9.05745345737058e-138,4.20703296698006e-136,1.91623792482129e-149,1.41977971959768e-180,1.7111596340523e-229,3.3547341248473e-296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.50",8.86389759254529e-214,3.3498756607865e-178,2.05935238069769e-160,2.05935238069769e-160,3.3498756607865e-178,8.86389759254529e-214,3.81523730939358e-267,7.61071229682986e-188,3.88201961289958e-121,3.22098102818445e-72,4.3472701547557e-41,3.15372848023381e-27,1.35203076205971e-09,2.32023695374581e-08,0.000611834090387619,0.00220077302741771,0.000611834090387633,1.31723683065732e-05,1.31723683065726e-05,0.000611834090387331,0.0022005467848504,0.000611896994260006,1.31737225838118e-05,1.31518699985587e-05,2.8068827100454e-12,0.00220077302741765,2.8068827100235e-12,1.30510001280059e-34,2.24647654625531e-12,6.29038726620133e-08,2.86518019211151e-21,9.54427881231039e-28,2.05481775427191e-29,2.05140922036138e-29,3.33695480288428e-47,8.58909292327713e-79,2.38784272185113e-79,5.14086159705167e-81,5.1408615970512e-81,2.38784271089755e-79,1.08762512607895e-92,8.05843614996695e-124,9.71226061555432e-173,1.90409190750082e-239,9.88131291682493e-324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.51",8.77543690463477e-152,3.31644428341848e-116,2.03880027860663e-98,2.03880027860663e-98,3.31644428341848e-116,8.77543690463477e-152,3.77713764684437e-205,2.02137188318271e-167,1.03104742229549e-100,8.55478466759143e-52,1.15461593037524e-20,2.53491866556301e-07,9.05291691570205e-12,9.50533744409391e-09,0.000266160151964315,0.000957282171527223,0.000266160151964321,5.73024551147185e-06,5.73024551147159e-06,0.000266160151965478,0.000958193890444588,0.000266413643832041,5.73570301751275e-06,5.72619768006814e-06,2.53493088644088e-07,0.000958193890444564,1.2220877984382e-12,1.05182164487208e-33,1.81058338314066e-11,5.06983735438205e-07,1.82343783473021e-06,2.53491868881927e-07,5.45750604089971e-09,5.44845312398351e-09,8.86280593846765e-27,1.39262799029203e-37,3.87202528732516e-38,8.33620485983745e-40,8.3362048598367e-40,3.8720252695633e-38,1.76364714173602e-51,1.30672209955177e-82,1.57489931629019e-131,3.08759532098448e-198,9.84659272565159e-283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.52",2.48207803954799e-105,9.38035748500442e-70,5.76662045838554e-52,5.76662045838554e-52,9.38035748500442e-70,2.48207803954799e-105,1.06834001628236e-158,1.53380377426285e-162,7.82352045617062e-96,6.49131469588749e-47,8.76115021964754e-16,0.0192347971644288,6.86929457575712e-07,3.86192212117962e-14,1.7937971340207e-12,6.45164200223657e-12,1.79379713402074e-12,3.86192219227892e-14,3.86192219227874e-14,9.0027307570703e-11,0.0691806355884005,0.0192347972508685,0.000414111991586311,0.000414111991586274,0.0192347972508676,0.0691806355884005,8.82335104449027e-11,7.98113467873337e-29,1.37385883797723e-06,0.038469594503529,0.138361271183254,0.0192347973408958,0.00041411199162493,0.000413425062205936,1.79379710161396e-12,6.45164188326259e-12,1.79379710094154e-12,3.86192212106166e-14,3.86192212106131e-14,1.79379709271298e-12,8.17046608731051e-26,6.05366478774074e-57,7.2960521127891e-106,1.43039343100176e-172,5.69635215667325e-257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.53",2.00569449390608e-74,7.57999186922031e-39,4.65983692597205e-21,4.65983692597205e-21,7.57999186922031e-39,2.00569449390608e-74,8.63294245440924e-128,1.89318609434977e-162,9.65663299635681e-96,8.0122809204905e-47,1.08139568076873e-15,0.0237416618281803,0.000511141696995009,0.000511141696994971,0.0237416619366701,0.0853902040807666,0.0237416619366706,0.000511141696994994,0.000511141696994971,0.0237416618277627,1.50080428933147e-12,4.16978689890132e-13,8.97726518597206e-15,8.97726518597125e-15,4.16978689890112e-13,1.49972211389519e-12,1.91275702623075e-21,4.92558872613509e-29,8.47882399127305e-07,0.0237416619375035,0.085390204083766,0.0237416619370876,0.000511141697003971,0.00051114169700391,0.0237416619366695,0.0853902040807666,0.0237416619366706,0.000511141696994994,0.000511141696994948,0.0237416618277622,1.08139568074974e-15,8.0122809203465e-47,9.65965474305722e-96,1.01977211908812e-143,5.5981716216809e-206,4.9990479676049e-286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.54",4.63038175732273e-59,1.74993031982347e-23,1.07577818853653e-05,1.07577818853653e-05,1.74993031982347e-23,4.63038175732273e-59,1.9930163529075e-112,3.99184460509832e-164,2.03613255162646e-97,1.68941555520865e-48,2.28015805056708e-17,0.00050060068034379,1.07775893332181e-05,1.07775893332176e-05,0.000500600682640125,0.00180048029357151,0.000500600682640136,1.07775893332181e-05,1.07775893332176e-05,0.000500600682639713,0.00180015740809078,2.2959344926267e-12,4.81888429752433e-39,5.5599766530571e-41,2.58251453263774e-39,9.28837431733787e-39,1.18464634702259e-47,1.86250999241513e-34,3.20609277097856e-12,8.97765037576438e-08,0.00180048029357149,0.000500600682640136,1.98074478527878e-08,1.93277711794172e-09,8.97765037576438e-08,0.00180048029357149,0.000500600682640136,1.07775893332181e-05,1.07775893332172e-05,0.000500600680343767,2.28015805072804e-17,2.05293224658839e-36,4.25913737728596e-63,1.43736379503504e-107,7.89059541517178e-170,7.04613356629519e-250,0,1.12963989435788e-293,1.94454274815135e-271,5.44493863599124e-267,2.48008465693123e-280,1.83754525113316e-311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.55",3.05401721363847e-59,1.15418503257468e-23,7.09540871149902e-06,7.09540871149902e-06,1.15418503257468e-23,3.05401721363847e-59,1.31451499419387e-112,2.63382819602841e-164,1.34344491227833e-97,1.11468024542702e-48,1.50445349433556e-17,0.000330297473292552,7.11107808024149e-06,7.11107808024117e-06,0.000330297474807679,0.00118796101369917,0.000330297474807686,7.11107808024149e-06,7.11107164419119e-06,0.000330117258160997,0.00118731283935146,1.51430785394301e-12,3.1416746422921e-39,1.08981936286418e-82,4.56955968012209e-81,1.6435059798497e-80,2.09614196722285e-89,2.01206377620775e-55,3.46353523219654e-33,1.51430785394329e-12,0.00118731283935146,0.000330297474806859,1.56693687424635e-08,3.8799407917313e-09,1.8021816016278e-07,0.00118731283935146,0.000330117258161004,7.10719813944976e-06,7.10720457549909e-06,0.000330297473293363,6.48174347705746e-07,8.26686508307607e-16,1.71509381894365e-42,5.7880588064264e-87,3.1774301285792e-149,2.83737739746375e-229,9.78276129325835e-251,1.03523967738751e-210,1.78204383300991e-188,4.98992337741621e-184,2.27283230077018e-197,1.68398775792989e-228,2.02959081316108e-277,6.43661732772838e-303,1.802325331594e-298,6.48231485627564e-298,1.80232533159416e-298,6.43661732772662e-303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.56",5.75478136688523e-75,2.17486741388907e-39,1.33701033710687e-21,1.33701033710687e-21,2.17486741388907e-39,5.75478136688523e-75,2.47698223876927e-128,1.65327840506686e-162,8.43292840898249e-96,6.99695136189229e-47,9.44359422289951e-16,0.0207330789709882,0.000446368971414421,0.00044636897141444,0.0207330790672025,0.0745694154644087,0.0207330790672029,0.00044636897141446,0.000445628534082541,1.10829458442198e-12,2.23729169428098e-19,2.85345825252143e-28,5.91995703610943e-55,1.99785335810987e-99,2.30998201926772e-138,4.17077784020297e-137,2.17281507677001e-79,2.29933483161789e-39,3.95803556046974e-17,1.10829452657597e-12,3.98708068678062e-12,0.0207330789709882,0.000446368971414421,0.00044636897141442,0.0207330789720956,9.44583151459379e-16,6.2205040550144e-20,1.3392318993709e-21,7.40437331899108e-07,0.0207330790660937,0.0745694154604217,9.51064014074972e-11,1.97313491337731e-37,6.65888990182184e-82,3.65548417950572e-144,1.03620390847139e-209,2.56132689486715e-183,2.71046910871015e-143,4.66575505677104e-121,1.30646394885564e-116,5.95073959690421e-130,4.40902420667798e-161,5.31388365665959e-210,1.02889911709087e-214,2.88103338752006e-210,1.03620390847142e-209,2.88103338752032e-210,1.02889911709058e-214,5.97716605119464e-237,5.64827546375969e-277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.57",3.09805299821792e-106,1.17082719268835e-70,7.19771720148637e-53,7.19771720148637e-53,1.17082719268835e-70,3.09805299821792e-106,1.33346894731904e-159,5.43397403019436e-173,2.77172397779222e-106,2.29974890342308e-57,3.10390830737634e-26,6.81452152750511e-13,0.000478021568596101,0.00047881582881009,0.0222401803734033,0.0799899158678836,0.0222401803734038,0.000478815828810111,0.000478815828810065,0.0222401802707021,1.01342422556868e-15,5.33998878120547e-28,1.10786636286369e-54,2.02745250495884e-91,1.91589290450227e-131,6.70230908321489e-127,4.36019470142361e-69,4.61408228284319e-29,7.94260214010524e-07,0.0222401803727214,0.0799899158654316,1.02701201249074e-10,0.000478021568596101,0.000478815828810068,0.0222401802713831,1.01300553680897e-15,7.50589928741286e-47,1.41378184113275e-39,2.43365982413798e-17,6.81452155098845e-13,2.45093788086053e-12,3.12594487274319e-21,6.48527425538378e-48,2.18863530095888e-92,6.03548268150524e-146,4.73219896895741e-137,1.91589290450419e-131,2.02745246757146e-91,3.49002192001963e-69,9.77245432677531e-65,4.4512005840052e-78,3.29798520067454e-109,3.97483000127069e-158,4.69883900384169e-142,1.31572783257174e-137,4.73219896895753e-137,1.31572783257186e-137,4.69883900384041e-142,2.72968850952094e-164,2.57948875771192e-204,3.96508232194934e-262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.58",1.93203855081217e-83,7.30162871298294e-48,4.48871181968636e-30,4.48871181968636e-30,7.30162871298294e-48,1.93203855089036e-83,5.79337377905624e-125,6.98234185123376e-174,2.60270058879724e-132,2.15950717783694e-83,2.91462825629961e-52,1.42506547886918e-23,8.76065945047735e-06,8.77521578790469e-06,0.000407593839208568,0.00146596818727023,0.000407593839208578,8.77521578790509e-06,8.77521578790469e-06,0.000407593839207983,0.00146550960102678,1.86912212629314e-12,7.45825564897478e-33,4.33270945105251e-55,4.09430426967652e-95,1.22832631975443e-128,7.9908906684492e-71,8.45618821686797e-31,1.45563374277413e-08,0.000407593839208559,0.00146596818727023,0.00040746633512743,8.77521123437101e-06,8.7752157879043e-06,0.000407593837338852,1.85652638132952e-17,2.08839447034392e-28,4.49617007145754e-30,4.49617007145736e-30,2.08839447040781e-28,2.30242768286452e-38,2.93532062572729e-47,6.08979370264825e-74,3.68973933200679e-82,7.87467146247519e-89,6.17423894926859e-80,7.8746755567766e-89,4.33270945105388e-55,7.45825177118303e-33,2.08839447034382e-28,9.5123112118909e-42,7.0478651790611e-73,3.56150475189742e-107,6.13071322321293e-85,1.71666873768221e-80,6.17423894926875e-80,1.71666873768237e-80,6.13071322321125e-85,3.56150475189515e-107,3.36553472530219e-147,5.17335933459908e-205,1.29356791570773e-280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
